##不要修改本文件
文件保存时间: 4/15/2008 3:02:15 AM

<line>
ID:l200804150147276861x1x0y2yu20080415014727882642122
CreateTime:20080415014727
LineTag:
Configure:WaveLength=632.8nm;ReTard=0.383;
X:1,0,
Y:2,u20080415014727882642122,name=相对值;rate=-7.31521883355717E-02;changetype=1;
<data>:        磁感应强度(mT)     克尔转角(相对值)                   克尔转角(度)
               -999.575      1.18010509029743E-02                      -0.161321912187223
               -899.9        0.011797710609158                         -0.161276249933061
               -800.75       1.17266837513154E-02                      -0.160305303479391
               -699.1        1.16742332082745E-02                      -0.159588297683197
               -599.9        1.16697364556732E-02                      -0.159526826485908
               -500          1.16383192770609E-02                      -0.159097349537546
               -399.875      1.16418017184962E-02                      -0.159144954968287
               -300          1.17452502208107E-02                      -0.160559109550238
               -200.025      1.16036091092199E-02                      -0.158622856994935
               -99.1         1.16088903169172E-02                      -0.158695051796176
               0.3           0.011458093539646                         -0.156633640091315
               100.3         9.80691331250017E-03                      -0.134061790024829
               199.275       -7.30530951973233E-03                     9.98645383815535E-02
               299.75        -2.17168437569227E-02                     0.296872099810614
               399.55        -2.84507426042095E-02                     0.388925379425386
               499.3         -2.91869007802747E-02                     0.398988758154238
               598.875       -0.029336194390404                        0.401029621367303
               698.8         -2.93824874063784E-02                     0.401662452961651
               800.6         -2.94374335791241E-02                     0.402413574342922
               899.6         -2.94788470578457E-02                     0.402979702023637
               999.375       -2.96393744703044E-02                     0.40517413278656
               999.5         -2.96476496284099E-02                     0.405287255282194
               899.8         -2.96361162575266E-02                     0.40512959259095
               800.4         -2.96794321855813E-02                     0.405721727003334
               699.85        -2.97407898969687E-02                     0.40656049495797
               600.05        -2.96709805406292E-02                     0.405606191909383
               499.775       -2.95905306389158E-02                     0.404506431211256
               400.05        -2.94844302342967E-02                     0.40305602477731
               299.9         -2.94268607550167E-02                     0.402269042451972
               200.25        -2.92621099151733E-02                     0.400016876883286
               98.925        -2.90532838272357E-02                     0.397162196897778
               0.825         -2.87828677672491E-02                     0.393465573923957
               -100.875      -2.73606901147781E-02                     0.37402421906049
               -199.4        -1.03288280831534E-02                     0.141196433328446
               -299.8        3.54100543308267E-03                      -4.84060082637444E-02
               -399.375      1.00320329593141E-02                      -0.137139205095192
               -499.1        1.03743353613936E-02                      -0.141818523785008
               -598.975      0.01038640223448                          -0.141983479521274
               -700.2        1.03211080515388E-02                      -0.141090899484684
               -800.275      0.01026730239697                          -0.140355369136336
               -899.8        1.02588773121218E-02                      -0.140240197122485
               -999.3        1.01338684015849E-02                      -0.13853130893498
</line>

<line>
ID:l200804150147272491x1x0y3yu20080415014727063259493
CreateTime:20080415014727
LineTag:
Configure:WaveLength=632.8nm;ReTard=0.383;
X:1,0,
Y:3,u20080415014727063259493,name=相对值;rate=-7.31521883355717E-02;changetype=1;
<data>:        磁感应强度(mT)     克尔椭率(相对值)                   克尔椭率()
               -999.575      -7.25244343170885E-02                     0.991418520309967
               -899.9        -7.30060564251094E-02                     0.998002357635674
               -800.75       -7.31075679139956E-02                     0.999390032990245
               -699.1        -7.34288815684292E-02                     1.00378243274949
               -599.9        -7.35701716633484E-02                     1.0057138868609
               -500          -7.37163304954687E-02                     1.00771189724782
               -399.875      -7.39755655890385E-02                     1.01125567494563
               -300          -7.42099558075544E-02                     1.01445981994592
               -200.025      -7.42441019675305E-02                     1.01492660242712
               -99.1         -7.43628065789443E-02                     1.01654931001953
               0.3           -7.43830335008565E-02                     1.01682581469249
               100.3         -7.48248016933989E-02                     1.02286484377138
               199.275       -7.48343269164591E-02                     1.02299505481874
               299.75        -7.48489181485689E-02                     1.02319451887364
               399.55        -7.48169657912684E-02                     1.02275772596248
               499.3         -7.45744759909293E-02                     1.01944285861734
               598.875       -7.44367563289696E-02                     1.01756021279234
               698.8         -7.42756656345593E-02                     1.01535808189133
               800.6         -0.073942454181431                        1.0108030376649
               899.6         -7.37043451325615E-02                     1.00754805576638
               999.375       -7.33298932035262E-02                     1.00242924883039
               999.5         -7.35499565972062E-02                     1.00543754425787
               899.8         -7.37630478259751E-02                     1.00835052927742
               800.4         -7.39479909304293E-02                     1.01087872574921
               699.85        -7.42071940287267E-02                     1.01442206606746
               600.05        -7.41389719415438E-02                     1.01348946119623
               499.775       -7.44803445804317E-02                     1.01815606990139
               400.05        -7.46136990056755E-02                     1.01997904236849
               299.9         -7.47179755018927E-02                     1.02140451573558
               200.25        -7.47404605983423E-02                     1.02171188995037
               98.925        -7.48691887857313E-02                     1.0234716211398
               0.825         -7.48691887857313E-02                     1.0234716211398
               -100.875      -7.42546552878243E-02                     1.01507086769838
               -199.4        -0.074082711400019                        1.01272037222152
               -299.8        -7.37503917989564E-02                     1.0081775197297
               -399.375      -7.37811399087741E-02                     1.00859785041997
               -499.1        -7.36159055649183E-02                     1.00633907528807
               -598.975      -7.34912850393187E-02                     1.00463549637355
               -700.2        -7.32572640671042E-02                     1.00143639901858
               -800.275      -7.30974931554572E-02                     0.999252309720885
               -899.8        -0.072934890324404                        0.997029507713824
               -999.3        -7.26669564038589E-02                     0.993366815911414
</line>

<line>
ID:l200804150202332114x1x0y2yu20080415020233317015662
CreateTime:20080415020233
LineTag:
Configure:WaveLength=632.8nm;ReTard=0.383;
X:1,0,
Y:2,u20080415020233317015662,name=相对值;rate=-7.31521883355717E-02;changetype=1;
<data>:        磁感应强度(mT)     克尔转角(相对值)                   克尔转角(度)
               -999.5        -1.56949045248466E-02                     0.21455140142697
               -899.875      -1.56325123671154E-02                     0.213698492455266
