92	436
93	436
94	436
95	436
96	432
97	412
98	404
99	376
100	368
101	356
102	344
103	332
104	320
105	312
106	304
107	296
108	288
109	284
110	280
111	276
112	276
113	276
114	276
115	276
116	277
117	278
118	279
119	280
120	312
121	320
122	340
123	352
124	364
125	384
126	400
127	424
128	444
129	460
130	480
131	512
132	532
133	552
134	576
135	588
136	616
137	628
138	644
139	656
140	664
141	676
142	688
143	692
144	692
145	696
146	696
147	692
148	684
149	676
150	664
151	660
152	648
153	636
154	620
155	600
156	584
157	568
158	552
159	536
160	516
161	492
162	476
163	460
164	444
165	428
166	412
167	392
168	380
169	364
170	348
171	336
172	328
173	316
174	312
175	308
176	300
177	296
178	292
179	292
180	292
181	292
182	296
183	300
184	304
185	308
186	316
187	324
188	328
189	332
190	340
191	352
192	364
193	376
194	377
195	378
196	379
197	380
198	452
199	476
200	500
201	520
202	536
203	560
204	584
205	600
206	628
207	648
208	672
209	700
210	712
211	744
212	756
213	772
214	788
215	800
216	812
217	820
218	828
219	836
220	836
221	840
222	836
223	836
224	828
225	824
226	812
227	804
228	788
229	776
230	757
231	738
232	719
233	700
234	680
235	660
236	640
237	620
238	600
239	576
240	560
241	540
242	512
243	500
244	484
245	468
246	452
247	432
248	424
249	412
250	400
251	392
252	384
253	376
254	372
255	372
256	368
257	368
258	368
259	372
260	372
261	376
262	380
263	384
264	392
265	392
266	400
267	404
268	412
269	420
270	424
271	436
272	444
273	456
274	464
275	472
276	484
277	496
278	508
279	520
280	532
281	540
282	556
283	564
284	576
285	588
286	596
287	608
288	616
289	624
290	632
291	632
292	640
293	640
294	644
295	644
296	640
297	640
298	636
299	632
300	624
301	616
302	608
303	600
304	588
305	576
306	564
307	544
308	536
309	524
310	508
311	496
312	480
313	464
314	452
315	436
316	424
317	408
318	396
319	380
320	372
321	360
322	352
323	344
324	336
325	328
326	320
327	316
328	312
329	308
330	308
331	304
332	304
333	308
334	308
335	312
336	316
337	320
338	328
339	336
340	344
341	352
342	360
343	372
344	384
345	396
346	420
347	432
348	448
349	468
350	488
351	512
352	528
353	552
354	572
355	592
356	612
357	632
358	648
359	664
360	676
361	692
362	704
363	716
364	728
365	736
366	748
367	752
368	760
369	760
370	764
371	764
372	764
373	760
374	756
375	752
376	748
377	740
378	732
379	724
380	716
381	708
382	696
383	680
384	668
385	648
386	640
387	620
388	604
389	584
390	568
391	552
392	536
393	520
394	504
395	488
396	472
397	456
398	444
399	428
400	412
401	400
402	380
403	376
404	368
405	356
406	348
407	340
408	332
409	324
410	319
411	314
412	309
413	304
414	304
415	300
416	300
417	300
418	300
419	300
420	304
421	304
422	308
423	312
424	316
425	324
426	328
427	332
428	340
429	344
430	352
431	356
432	360
433	368
434	372
435	380
436	384
437	392
438	396
439	400
440	404
441	404
442	408
443	408
444	412
445	408
446	412
447	408
448	408
449	404
450	400
451	396
452	392
453	388
454	380
455	372
456	364
457	356
458	352
459	344
460	332
461	324
462	312
463	300
464	296
465	288
466	276
467	260
468	252
469	244
470	236
471	232
472	220
473	212
474	204
475	196
476	188
477	184
478	176
479	172
480	164
481	160
482	152
483	148
484	148
485	144
486	140
487	140
488	136
489	136
490	136
491	136
492	132
493	132
494	136
495	136
496	136
497	136
498	140
499	140
500	140
501	144
502	148
503	148
504	148
505	152
506	156
507	156
508	160
509	164
510	164
511	168
512	168
513	172
514	176
515	176
516	180
517	180
518	184
519	184
520	188
521	188
522	188
523	192
524	192
525	192
526	192
527	192
528	192
529	192
530	192
531	192
532	188
533	188
534	188
535	184
536	184
537	180
538	176
539	172
540	170
541	168
542	164
543	156
544	152
545	144
546	144
547	140
548	132
549	132
550	128
551	120
552	116
553	112
554	108
555	104
556	100
557	96
558	92
559	88
560	88
561	84
562	80
563	76
564	76
565	72
566	72
567	68
568	68
569	64
570	64
571	64
572	64
573	60
574	60
575	60
576	60
577	60
578	56
579	56
580	56
581	56
582	56
583	56
584	56
585	56
586	56
587	52
588	52
589	52
590	52
591	52
592	52
593	52
594	48
595	48
596	48
597	48
598	48
599	48
600	48
601	48
602	48
603	48
604	44
605	44
606	44
607	44
608	44
609	48
610	48
611	48
612	48
613	48
614	48
615	48
616	48
617	48
618	48
619	48
620	48
621	48
622	48
623	48
624	48
625	48
626	48
627	48
628	48
629	48
630	48
631	48
632	52
633	52
634	52
635	52
636	52
637	52
638	52
639	52
640	52
641	52
642	52
643	52
644	52
645	52
646	52
647	52
648	52
649	52
650	56
651	56
652	56
653	56
654	56
655	56
656	56
657	56
658	56
659	56
660	56
661	56
662	56
663	56
664	56
665	56
666	56
667	56
668	56
669	56
670	56
671	56
672	56
673	56
674	56
675	56
676	56
677	56
678	56
679	56
680	56
681	55
682	54
683	53
684	52
685	52
686	52
687	52
688	52
689	52
690	52
691	48
692	48
693	48
694	48
695	48
696	48
697	48
698	48
699	48
700	48
701	48
702	48
703	48
704	48
705	48
706	48
707	48
708	48
709	48
710	48
711	52
712	52
713	52
714	52
715	56
716	56
717	60
718	60
719	60
720	64
721	64
722	68
723	72
724	76
725	76
726	80
727	84
728	88
729	92
730	96
731	100
732	104
733	108
734	112
735	116
736	124
737	132
738	132
739	140
740	144
741	148
742	156
743	160
744	164
745	168
746	176
747	180
748	180
749	184
750	188
751	188
752	192
753	196
754	196
755	196
756	196
757	196
758	196
759	192
760	192
761	188
762	184
763	180
764	180
765	176
766	172
767	168
768	164
769	160
770	156
771	152
772	148
773	148
774	140
775	136
776	136
777	132
778	132
779	128
780	128
781	128
782	124
783	124
784	128
785	128
786	128
787	128
788	132
789	132
790	136
791	136
792	140
793	144
794	148
795	152
796	160
797	160
798	168
799	176
800	180
801	192
802	192
803	204
804	216
805	224
806	236
807	248
808	256
809	276
810	284
811	292
812	312
813	328
814	336
815	352
816	368
817	384
818	392
819	400
820	416
821	428
822	436
823	448
824	460
825	468
826	472
827	476
828	480
829	484
830	484
831	484
832	484
833	480
834	480
835	476
836	472
837	468
838	464
839	456
840	456
841	448
842	440
843	436
844	428
845	416
846	416
847	408
848	396
849	392
850	380
851	372
852	368
853	352
854	348
855	340
856	332
857	328
858	320
859	316
860	308
861	300
862	296
863	292
864	288
865	284
866	284
867	280
868	280
869	284
870	284
871	288
872	296
873	300
874	312
875	320
876	328
877	348
878	352
879	376
880	396
881	408
882	436
883	452
884	472
885	512
886	516
887	552
888	576
889	600
890	628
891	640
892	668
893	696
894	704
895	728
896	736
897	756
898	766
899	776
900	788
901	792
902	796
903	796
904	796
905	792
906	784
907	784
908	772
909	768
910	752
911	736
912	728
913	708
914	684
915	680
916	660
917	648
918	628
919	604
920	596
921	568
922	548
923	536
924	516
925	504
926	484
927	472
928	456
929	432
930	420
931	404
932	392
933	380
934	364
935	348
936	344
937	328
938	322
939	316
940	310
941	304
942	304
943	300
944	300
945	304
946	308
947	312
948	316
949	328
950	332
951	352
952	356
953	376
954	400
955	408
956	432
957	448
958	476
959	488
960	516
961	548
962	568
963	592
964	604
965	640
966	664
967	672
968	700
969	704
970	728
971	740
972	744
973	756
974	760
975	764
976	764
977	764
978	760
979	756
980	740
981	736
982	724
983	704
984	700
985	672
986	660
987	640
988	612
989	604
990	572
991	560
992	540
993	524
994	508
995	480
996	472
997	448
998	440
999	420
1000	400
1001	396
1002	380
1003	372
1004	360
1005	352
1006	348
1007	344
1008	340
1009	340
1010	340
1011	340
1012	344
1013	344
1014	348
1015	352
1016	360
1017	364
1018	376
1019	384
1020	392
1021	404
1022	408
1023	428
1024	432
1025	456
1026	464
1027	484
1028	516
1029	524
1030	552
1031	568
1032	596
1033	608
1034	640
1035	656
1036	696
1037	720
1038	728
1039	764
1040	772
1041	794
1042	816
1043	840
1044	856
1045	868
1046	884
1047	888
1048	900
1049	904
1050	908
1051	908
1052	908
1053	904
1054	900
1055	888
1056	884
1057	868
1058	860
1059	840
1060	832
1061	808
1062	792
1063	772
1064	740
1065	732
1066	700
1067	692
1068	656
1069	644
1070	616
1071	588
1072	576
1073	544
1074	540
1075	512
1076	500
1077	484
1078	472
1079	456
1080	440
1081	436
1082	424
