92	68
93	68
94	72
95	72
96	72
97	76
98	76
99	76
100	76
101	76
102	80
103	80
104	80
105	80
106	80
107	84
108	84
109	84
110	86
111	88
112	90
113	92
114	96
115	104
116	104
117	108
118	108
119	112
120	128
121	144
122	150
123	156
124	162
125	168
126	176
127	180
128	192
129	200
130	204
131	220
132	228
133	256
134	269
135	282
136	295
137	308
138	324
139	340
140	352
141	364
142	372
143	384
144	400
145	408
146	416
147	428
148	428
149	432
150	436
151	440
152	438
153	436
154	434
155	432
156	428
157	424
158	416
159	408
160	400
161	388
162	380
163	368
164	360
165	352
166	336
167	324
168	312
169	304
170	284
171	280
172	268
173	260
174	252
175	244
176	236
177	228
178	220
179	217
180	214
181	211
182	208
183	208
184	208
185	208
186	208
187	212
188	212
189	216
190	216
191	220
192	228
193	232
194	239
195	246
196	253
197	260
198	268
199	276
200	284
201	296
202	308
203	324
204	340
205	352
206	364
207	380
208	396
209	412
210	436
211	452
212	468
213	484
214	496
215	516
216	528
217	540
218	552
219	564
220	576
221	584
222	592
223	600
224	608
225	608
226	608
227	608
228	608
229	608
230	604
231	596
232	588
233	584
234	572
235	560
236	552
237	536
238	520
239	508
240	496
241	476
242	464
243	448
244	432
245	420
246	404
247	392
248	376
249	364
250	352
251	336
252	328
253	312
254	304
255	296
256	288
257	284
258	276
259	276
260	272
261	268
262	268
263	268
264	272
265	272
266	276
267	276
268	280
269	284
270	288
271	288
272	292
273	296
274	300
275	308
276	312
277	320
278	324
279	332
280	336
281	340
282	352
283	360
284	372
285	376
286	384
287	396
288	404
289	412
290	420
291	424
292	436
293	440
294	452
295	452
296	456
297	464
298	468
299	468
300	472
301	472
302	468
303	468
304	464
305	456
306	452
307	448
308	436
309	432
310	424
311	408
312	400
313	392
314	380
315	372
316	352
317	344
318	332
319	320
320	300
321	288
322	280
323	264
324	248
325	240
326	228
327	216
328	200
329	192
330	184
331	176
332	164
333	156
334	148
335	140
336	132
337	124
338	120
339	112
340	108
341	104
342	100
343	96
344	92
345	88
346	88
347	84
348	84
349	84
350	80
351	80
352	80
353	80
354	80
355	80
356	80
357	80
358	80
359	80
360	84
361	84
362	84
363	84
364	84
365	84
366	84
367	88
368	88
369	88
370	88
371	88
372	88
373	88
374	88
375	92
376	92
377	92
378	96
379	96
380	100
381	100
382	104
383	108
384	108
385	112
386	112
387	116
388	116
389	120
390	120
391	120
392	120
393	120
394	120
395	120
396	120
397	116
398	116
399	112
400	108
401	104
402	100
403	96
404	92
405	88
406	84
407	84
408	80
409	76
410	72
411	68
