90	44
91	44
92	44
93	48
94	48
95	52
96	56
97	60
98	60
99	68
100	68
101	68
102	72
103	72
104	76
105	76
106	78
107	80
108	82
109	84
110	84
111	88
112	88
113	92
114	92
115	92
116	92
117	92
118	92
119	92
120	96
121	96
122	100
123	100
124	100
125	100
126	100
127	100
128	104
129	104
130	108
131	108
132	112
133	116
134	120
135	124
136	128
137	132
138	136
139	148
140	152
141	156
142	164
143	172
144	180
145	184
146	188
147	192
148	196
149	196
150	200
151	200
152	200
153	204
154	205
155	206
156	207
157	208
158	208
159	208
160	212
161	212
162	216
163	216
164	216
165	216
166	220
167	224
168	224
169	228
170	228
171	236
172	240
173	248
174	252
175	256
176	264
177	276
178	284
179	296
180	308
181	320
182	340
183	356
184	376
185	400
186	432
187	460
188	480
189	512
190	544
191	572
192	616
193	652
194	732
195	780
196	820
197	888
198	932
199	996
200	1048
201	1104
202	1160
203	1236
204	1316
205	1372
206	1448
207	1496
208	1556
209	1604
210	1648
211	1712
212	1760
213	1792
214	1836
215	1860
216	1880
217	1896
218	1908
219	1916
220	1912
221	1916
222	1912
223	1888
224	1884
225	1848
226	1820
227	1780
228	1756
229	1720
230	1696
231	1644
232	1584
233	1556
234	1516
235	1444
236	1424
237	1364
238	1328
239	1248
240	1208
241	1156
242	1120
243	1068
244	1000
245	964
246	920
247	868
248	828
249	776
250	736
251	704
252	668
253	632
254	584
255	560
256	524
257	496
258	468
259	440
260	404
261	380
262	356
263	336
264	316
265	304
266	288
267	272
268	252
269	244
270	236
271	224
272	216
273	204
274	200
275	192
276	184
277	176
278	168
279	164
280	160
281	156
282	152
283	148
284	144
285	144
286	140
287	136
288	136
289	136
290	132
291	132
292	132
293	132
294	132
295	132
296	136
297	136
298	140
299	140
300	144
301	148
302	152
303	156
304	164
305	172
306	176
307	188
308	196
309	204
310	212
311	216
312	228
313	232
314	240
315	248
316	252
317	252
318	252
319	256
320	252
321	252
322	248
323	244
324	240
325	236
326	236
327	232
328	228
329	216
330	208
331	204
332	200
333	188
334	184
335	176
336	168
337	160
338	148
339	144
340	136
341	128
342	120
343	112
344	108
345	104
346	100
347	96
348	92
349	92
350	88
351	84
352	84
353	80
354	80
355	80
356	80
357	80
358	80
359	80
360	84
361	84
362	84
363	84
364	88
365	88
366	88
367	88
368	88
369	88
370	88
371	88
372	84
373	84
374	84
375	84
376	80
377	80
378	76
379	72
380	72
381	68
382	64
383	64
384	60
385	60
386	56
387	56
388	52
389	52
390	48
391	44
392	44
393	40
394	40
395	40
396	36
397	36
398	36
399	32
400	32
401	32
402	28
403	28
404	28
405	28
406	28
407	28
408	28
409	24
410	24
411	24
412	24
413	24
414	24
415	24
416	24
417	24
418	24
419	24
420	20
421	20
422	20
423	20
424	20
425	20
426	20
427	20
428	20
429	20
430	20
431	20
432	20
433	20
434	20
435	20
436	20
437	20
438	20
439	20
440	16
441	16
442	16
443	16
444	16
445	16
446	16
447	16
448	16
449	16
450	16
451	16
452	16
453	20
454	20
455	20
456	20
457	20
458	20
459	20
460	20
461	20
462	20
463	20
464	20
465	20
466	20
467	20
468	20
469	20
470	20
471	20
472	20
473	20
474	16
475	16
476	16
477	16
478	16
479	16
480	16
481	16
482	16
483	16
484	16
485	16
486	16
487	16
488	12
489	12
490	12
491	12
492	12
493	12
494	12
495	12
496	12
497	12
498	12
499	12
500	12
501	12
502	12
503	12
504	12
505	12
506	12
507	12
508	12
509	12
510	12
511	12
512	12
513	12
514	12
515	12
516	12
517	12
518	12
519	12
520	12
521	12
522	12
523	12
524	12
525	12
526	12
527	12
528	8
529	8
